product_type,product_name,product_desc,product_price,product_brand,product_model,product_wifi,product_bluetooth,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Desktops QWERTY,"HP 260-p121nd","Op de HP 260-p121nd houd je je inbox bij, kijk je films en series of doe je de administratie. Terwijl je een e-mail uitstuurt, luister je een muziekje via Spotify of download je een film of serie voor vanavond. De Intel Core i3 processor laat je namelijk in meerdere programma's tegelijkertijd werken. Op de 1 TB harde schijf kun je een hele collectie aan films en series kwijt. En al je vakantiefoto's. Door zijn breedte van 10 cm is de desktop makkelijk onder je bureau of er bovenop te plaatsen zonder dat het veel ruimte in beslag neemt. Heb je al een monitor, dan ga je meteen van start met deze desktop. Een muis en toetsenbord worden meegeleverd.","499,-","HP","Y6V67EA#ABH","Wireless N, Wireless G, Wireless B","4.0","Intel Core i3 6100T","Intel HD Graphics 530","None","4 GB","1 TB harde schijf","10 cm x 30,7 cm x 27,5 cm","4,4 kg"
Desktops QWERTY,"HP Pavilion 560-p143nd","De HP Pavilion 560-p143nd is een desktop waar je video's en foto's mee bewerkt. Door de NVIDIA GeForce GTX 1060 videokaart bewerk je met gemak je nieuwe vakantiefoto's in Photoshop of maak je een compilatievideo in Premier Pro. Je programma's zijn in enkele seconden gebruiksklaar door de 256 GB SSD. Op de 1 TB harde schijf heb je ruimte genoeg voor alle foto's, video's en programma's. Na het uitpakken hoef je alleen nog een monitor op je desktop aan te sluiten. Want een toetsenbord en muis krijg je erbij.","1.299,-","HP","Z7E07EA#ABH","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","3000 MB","8 GB","256 GB SSD + 1 TB HDD","16,5 cm x 37,8 cm x 36,4 cm","7,15 kg"
Desktops QWERTY,"MSI Nightblade 3 VR7RD-007EU","Met de MSI Nightblade 3 VR7RD-007EU speel je je favoriete games op ultra instellingen. Want met de NVIDIA GeForce GTX 1070 videokaart aan boord is de Nightblade opgewassen tegen de grafische vereisten van zelfs de zwaarste games. De krachtige videokaart biedt je ook een ingang tot de wereld van VR. Het is een kwestie van je Oculus Rift of HTC Vive aansluiten en je dompelt jezelf onder in een virtuele wereld. Games die je veel speelt, installeer je op de 128 GB SSD waardoor ze tot 2 keer sneller opstarten dan via de harde schijf. Bewaar de harde schijf dan ook voor je screenshots, video's en filmbibliotheek. Bij deze MSI krijg je een headset, om direct je teamgenoten te verstaan.","1.299,-","MSI","Nightblade 3 VR7RD-007EU","Wireless AC","4.0","Intel Core i5 7400","NVIDIA GeForce GTX 1070","8000 MB","16 GB","128 GB SSD + 1 TB HDD","17,7 cm x 42,6 cm x 29,4 cm","7,4 kg"
Desktops QWERTY,"Acer Chromebox CXI2 DT.Z0KEH.001","De Acer Chromebox CXI2 DT.Z0KEH.001 is een compacte mini pc die is voorzien van het Google Chrome besturingssysteem. Dit model bevestig je gemakkelijk achter een monitor, zodat je niet eens ziet dat je een computer hebt staan. Het handige van Chrome OS is dat je simpelweg met je eigen Google-account inlogt en direct toegang hebt tot al je favoriete programma's, documenten en instellingen. Hierdoor kan je dus op elke Chromebox en Chromebook inloggen en gelijk al je eigen documenten bij de hand hebt. Daarnaast zijn er geen virussen beschikbaar, dus je beschikt ook nog eens over een veilige computer.","279,-","Acer","DT.Z0KEH.001","Wireless AC","4.0","Intel Celeron 3215U","Intel HD Graphics","None","4 GB","16 GB SSD","3,3 cm x 13 cm x 16,5 cm","0,3 kg"
Desktops QWERTY,"Apple iMac 27'' 3.3GHz Retina 5K","De Apple iMac 27'' 3.3 GHZ Retina 5K heeft zo'n scherp beeldscherm, dat je werkelijk alles tot in de kleinste details ziet. In combinatie met het IPS paneel heb je vanuit elke hoek een kristalhelder beeld. Dat komt goed van pas als je graag professioneel foto's en video's bewerkt. Of juist een meeslepende film bekijkt. Wat je ook wilt zien op het scherm, je hebt je favoriete content in een oogwenk bij de hand met de FusionDrive. Maar dat zijn niet de enige eigenschappen die deze iMac bijzonder maken. Ook aan connectiviteit geen gebrek met deze iMac. Met 4 usb 3.0 poorten, Bluetooth 4.0 en WiFi AC heeft deze computer alle verbindingen aan boord.","2.199,-","Apple","MK482N/A","Wireless AC","4.0","Intel Core i5 None","AMD Radeon R9 M395","2000 MB","8 GB","2 TB harde schijf","65 cm x 2,03 cm x 51,6 cm","9,54 kg"
Desktops QWERTY,"Medion Akoya E5138 D","Shop hobbymatig foto's, doe de administratie of werk verslagen uit op de Medion Akoya E5138 D. De 120 GB SSD start de desktop binnen 15 seconden op dus je gaat snel aan het werk. Bewerk de nieuwste vakantiekiekjes om te bundelen in een album en bewaar ze vervolgens op de 1 TB harde schijf. Hierop is ruimte genoeg voor duizenden afbeeldingen. Installeer veelgebruikte programma's op de SSD, waardoor ze tot 2 keer sneller opstarten dan als ze op een normale harde schijf zouden staan. De Intel Core i5 processor is geschikt om te multitasken. Stream bijvoorbeeld op de achtergrond een muziekje via Spotify terwijl je de laatste hand legt aan de vakantiefoto's.","599,-","Medion","10021637","None","None","Intel Core i5 7400","Intel HD Graphics 630","None","4 GB","120 GB SSD + 1 TB HDD","18 cm x 40 cm x 36 cm","7 kg"
Desktops QWERTY,"Apple iMac 27'' (2017) MNEA2N/A 3,5 GHz 5K","Apple iMac 27'' MNEA2N/A 3,5 GHz 5K is voor grafische ontwerpers die in de hoogst mogelijke resolutie aan hun projecten werken. Op het 5K display zijn zelfs de kleinste details van je ontwerpen zichtbaar. Of maak een video in 4K met Final Cut Pro. Door de krachtige AMD Radeon Pro 575 videokaart worden zelfs de scherpste beelden vloeiend weergegeven op het beeldscherm. Sluit tot 2 4K beeldschermen aan via de Thunderbolt 3 poorten op deze iMac. Zo heb je extra veel schermruimte tot je beschikking om te multitasken. Omdat een Magic muis en toetsenbord worden meegeleverd bij iMac, ben je na het uitpakken al direct klaar om aan de slag te gaan met iMac.","2.299,-","Apple","MNEA2N/A","Wireless AC","4.0","Intel Core i5 7600","AMD Radeon Pro 575","None","8 GB","1 TB Fusion Drive","65 cm x 2,03 cm x 51,6 cm","9,54 kg"
Desktops QWERTY,"MSI Nightblade 3 VR7RC-006EU","Met de MSI Nightblade 3 VR7RC-006EU speel je je favoriete games op ultra instellingen en maak je kennis met virtual reality. Want met de NVIDIA GeForce GTX 1060 videokaart aan boord is de Nightblade opgewassen tegen de grafische vereisten van zelfs de zwaarste games. De krachtige videokaart biedt je ook een ingang tot de wereld van VR. Het is een kwestie van je Oculus Rift of HTC Vive aansluiten en je dompelt jezelf onder in een virtuele wereld. Games die je veel speelt, installeer je op de 128 GB SSD waardoor ze tot 2 keer sneller opstarten dan via de harde schijf. Bewaar de harde schijf dan ook voor je screenshots, video's en filmbibliotheek. Bij deze MSI krijg je een headset, om direct je teamgenoten te verstaan.","1.399,-","MSI","Nightblade 3 VR7RC-006EU","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","128 GB SSD + 1 TB HDD","17,7 cm x 42,6 cm x 29,4 cm","7,4 kg"
Desktops QWERTY,"HP Omen 880-079nd","Met de HP Omen 880-079nd speel je games als Dishonored 2 en For Honor op ultra instellingen dankzij de NVIDIA GeForce GTX 1080 Ti videokaart. Om een game in virtual reality te spelen, sluit je je VR bril aan op de desktop. Je desktop is binnen 15 seconden opgestart vanwege de 512 GB SSD. Wanneer je games op je SSD installeert, dan laden ze tot wel 2 keer sneller dan als je dit op de harde schijf doet. Neem je je gameplay op om aan je vrienden te laten zien? Dan heb je opslagruimte genoeg voor je killstreak video's op de 2 TB harde schijf. Of maak een compilatievideo en deel deze via YouTube.","2.699,-","HP","1QY14EA#ABH","Wireless AC","4.2","Intel Core i7 7700K","NVIDIA GeForce GTX 1080 Ti","11000 MB","32 GB","512 GB SSD + 2 TB HDD","19,2 cm x 41,72 cm x 44,21 cm","0,0176 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RC-004EU","Met de MSI Aegis 3 VR7RC-004EU speel je games als Dishonored 2 op ultra instellingen of met een VR bril. Als je de NVIDIA GeForce GTX 1060 videokaart combineert met een HTC Vive of Oculus Rift ontdek je de wereld van VR. Of sluit de desktop aan op een 4K scherm om games te spelen in een 4K resolutie. De 256 GB SSD zorgt ervoor dat je tot 2 keer sneller in het volgende level terecht komt dan met een normale harde schijf. Heb je een LAN party, neem hem dan mee en maak indruk op je vrienden. Met het handvat draag je de computer makkelijk van de ene naar de andere plek.","1.249,-","MSI","Aegis 3 VR7RC-004EU","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1060","6000 MB","8 GB","256 GB SSD + 1 TB HDD","16,9 cm x 43,3 cm x 37,6 cm","9,69 kg"
Desktops QWERTY,"Microsoft Surface Studio i7 - 32GB - 128GB + 2TB - GTX980M","De Microsoft Surface Studio i7 - 32GB - 128GB + 2TB - GTX980M is een all-in-one voor grafisch ontwerpers. Op het scherpe 28 inch beeldscherm met een resolutie van 4500 x 3000 pixels zie je elk detail van je ontwerp of design duidelijk op je netvlies. Beweeg de Surface Pen over het beeldscherm en geef zo vorm aan je volgende ontwerp. Of gebruik het toetsenbord om de all-in-one te bedienen. De Surface Studio is kantelbaar, waardoor je hem gebruikt zoals jij dat fijn vindt. Gebruik hem rechtopstaand als een computer, of leg hem neer en gebruik de Studio als tekentafel. Werk je aan een vertrouwelijk bestand? De TPM-chip en het Windows 10 Pro besturingssysteem slaan je data beveiligd op, zodat alleen jij toegang hebt.","4.999,-","Microsoft","43Q-00008","Wireless AC","4.0","Intel Core i7 6820HQ","NVIDIA GeForce GTX 980M","4000 MB","32 GB","128 GB SSD + 2 TB HDD","43,89 cm x 1,25 cm x 63,735 cm","9,56 kg"
Desktops QWERTY,"Apple iMac 21,5'' (2017) MMQA2N/A 2,3GHz","Apple iMac 21,5'' MMQA2N/A 2,3GHz is de alles-in-één computer als je graag voordelig met het macOS besturingssysteem werkt. Kijk films in Full HD op het IPS-paneel, houd meerdere tabbladen open of gebruik Siri om antwoord te krijgen op al je vragen. Aan opslagruimte geen tekort, want met een 1 TB harde schijf aan boord heb je voldoende ruimte voor duizenden afbeeldingen en of honderden uren aan video. Via de 2 Thunderbolt 3 poorten sluit je tot wel 2 extra 4K monitoren aan voor meer werkruimte. Met het meegeleverde Magic toetsenbord en de Magic muis ga je direct aan de slag met iMac na het uitpakken en aansluiten.","1.299,-","Apple","MMQA2N/A","Wireless AC","4.0","Intel Core i5 7360U","Intel Iris Plus Graphics 640","None","8 GB","1 TB harde schijf","52,8 cm x 2,03 cm x 45 cm","5,68 kg"
Desktops QWERTY,"HP Omen 880-062nd","De HP Omen 880-062nd is een desktop voor de echte gamer. Dankzij de krachtige NVIDIA GeForce GTX 1060 videokaart speel je games als Dishonored 2 en For Honor namelijk op ultra instellingen. Sluit je VR bril aan op de desktop om games in virtual reality te spelen. Door de 128 GB SSD is je desktop binnen 15 seconden opgestart. Wanneer je games op je SSD installeert, dan laden ze tot wel 2 keer sneller dan als je dit op de harde schijf doet. Neem je je gameplay op om aan je vrienden te laten zien? Dan heb je opslagruimte genoeg voor je killstreak video's op de 1 TB harde schijf. Of maak een compilatievideo en deel deze via YouTube.","1.799,-","HP","1QY09EA#ABH","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","19,2 cm x 41,72 cm x 44,21 cm","0,0176 kg"
Desktops QWERTY,"Lenovo Y710 Cube 90FL009CNY","Op de Lenovo Y710 Cube 90FL009CNY speel je de nieuwste games op hoge instellingen. Met de krachtige NVIDIA GeForce GTX 1050Ti videokaart aan boord speel je games als For Honor en Prey met een constante 60 frames per seconde. Games starten binnen enkele seconden op via de ingebouwde 256 GB SSD. Zo zit je in een mum van tijd in het volgende level. Avondje gamen bij vrienden? Door het handvat bovenop de Cube neem je hem als een koffer mee naar een LAN party. Na het uitpakken is het alleen nog een kwestie van een monitor aansluiten. Een muis en een toetsenbord krijg je namelijk bij deze Cube.","849,-","Lenovo","90FL009CNY","Wireless AC","4.0","Intel Core i5 6400","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","256 GB SSD","39,33 cm x 31,45 cm x 25,23 cm","7,4 kg"
Desktops QWERTY,"HP All-In-One 24-e040nd","Met de HP All-In-One 24-e040nd winkel je online met Google Chrome, kijk je films op het scherm met Full HD resolutie en houd je jouw boekhouding op orde. Doordat de computer van deze all-in-one is ingebouwd in het scherm, heb je geen last van kabels of van een losse computerkast. Dankzij het IPS paneel zie je de ware kleuren van het scherm vanuit iedere hoek. Foto's en andere bestanden sla je op dankzij de opslagcapaciteit van 1 TB. Er wordt een toetsenbord en een muis meegeleverd waarmee je direct met deze desktop aan de slag gaat.","649,-","HP","1QY20EA#ABH","Wireless N, Wireless G, Wireless B","4.0","AMD A9 9400","AMD Radeon R5","None","8 GB","1 TB hardeschijf","42,52 cm x 19,69 cm x 58,42 cm","6,46 kg"
Desktops QWERTY,"Asus G11CD-K-NL013T","Bewerk foto's, houd je mailbox bij of speel games op gemiddelde instellingen op de Asus G11CD-K-NL013T. Of zet presentaties in elkaar en werk aan verslagen. Alle bestanden waar je mee werkt, bewaar je op de 1 TB harde schijf. Hier is ruimte genoeg voor wel duizenden foto's en data. Of zet hobbymatig een video in elkaar van de afgelopen vakantie. De Intel Core i5 processor maakt multitasken op deze pc makkelijker. Terwijl je bezig bent met foto's shoppen, stream je je favoriete playlist via Spotify op de achtergrond.","699,-","Asus","90PD01L1-M17800","Wireless AC","4.1","Intel Core i5 7400","AMD Radeon R7 340","2000 MB","8 GB","1 TB harde schijf","17,6 cm x 42,2 cm x 44 cm","0,00978 kg"
Desktops QWERTY,"Asus VivoPC X M80CJ-NL005T","Met de Asus VivoPC x M80CJ-NL005T haal je een compacte game pc in huis. In de kleine behuizing van deze desktop zit een NVIDIA GeForce GTX 1060 videokaart, waar je games op hoge instellingen mee speelt. Start je favoriete games binnen een paar seconden op door ze te installeren op de 128 GB SSD. De 1 TB harde schijf biedt ruimte om je opgenomen video's vol killstreaks en online dominantie te bewaren. Door zijn compacte formaat plaats je deze desktop waar je wil. Onder je bureau, op je bureau of zelfs achter je monitor: aan jou de keus.","999,-","Asus","90PD0261-M00640","Wireless AC","4.1","Intel Core i5 7300HQ","NVIDIA GeForce GTX 1060","3000 MB","8 GB","128 GB SSD + 1 TB HDD","7,6 cm x 27,99 cm x 25,99 cm","2,3 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RD-001EU","Met de MSI Aegis 3 VR7RD-001EU speel je games als Dishonored 2 op ultra instellingen of met een VR bril. Als je de NVIDIA GeForce GTX 1070 videokaart combineert met een HTC Vive of Oculus Rift ontdek je de wereld van VR. Of sluit de desktop aan op een 4K scherm om games te spelen in een 4K resolutie. De 256 GB SSD zorgt ervoor dat je tot 2 keer sneller in het volgende level terecht komt. Alle andere video's, foto's en films bewaar je op de 2 TB harde schijf. Heb je een LAN party, neem hem dan mee en maak indruk op je vrienden. Met het handvat draag je de computer makkelijk van de ene naar de andere plek.","1.699,-","MSI","Aegis 3 VR7RD-001EU","Wireless AC","4.2","Intel Core i5 7400","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 2 TB HDD","16,9 cm x 43,3 cm x 37,6 cm","9,69 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RC-003EU","Met de MSI Aegis 3 VR7RC-003EU speel je games als Dishonored 2 op ultra instellingen of met een VR bril. Als je de NVIDIA GeForce GTX 1060 videokaart combineert met een HTC Vive of Oculus Rift ontdek je de wereld van VR. Of sluit de desktop aan op een 4K scherm om games te spelen in een 4K resolutie. De 256 GB SSD zorgt ervoor dat je tot 2 keer sneller in het volgende level terecht komt. Alle andere video's, foto's en films bewaar je op de 2 TB harde schijf. Heb je een LAN party, neem hem dan mee en maak indruk op je vrienden. Met het handvat draag je de computer makkelijk van de ene naar de andere plek.","1.699,-","MSI","Aegis 3 VR7RC-003EU","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 2 TB HDD","16,9 cm x 43,3 cm x 37,6 cm","9,69 kg"
Desktops QWERTY,"MSI Aegis X3 VR7RE-010EU","De MSI Aegis X3 VR7RE-010EU is voor de serieuze gamer die alleen genoegen neemt met de beste grafische instellingen. De NVIDIA GeForce GTX 1080 videokaart laat je games als For Honor spelen op ultra instellingen of in een 4K resolutie. Heb je een VR bril, sluit deze dan aan op de desktop en haal zo het maximale uit je game-ervaringen. De levels van Battlefield 1 zijn in enkele seconden geladen door de 512 GB SSD, die genoeg opslagruimte biedt voor al je favoriete games. Je collectie aan films en series bewaar je op de 2 TB harde schijf. Indruk maken op je vrienden met deze desktop? Neem hem dan mee naar een LAN party dankzij het handvat op de computer.","2.399,-","MSI","Aegis X3 VR7RE-010EU","Wireless AC","4.0","Intel Core i7 7700K","NVIDIA GeForce GTX 1080","8000 MB","16 GB","512 GB SSD + 2 TB HDD","17 cm x 43,3 cm x 37,6 cm","9,69 kg"
Desktops QWERTY,"HP ProDesk 400 G3 1EX80EA","De HP ProDesk 400 G3 1EX80EA is een zakelijke mini desktop waarmee je de laatste cijfers bekijkt en presentaties maakt. De TPM chip bewaart je documenten versleuteld, waardoor je ze veilig bewaart. Deze compacte pc draait op Windows 10 Pro, waardoor je via Remote Desk gemakkelijk verbinding maakt met andere computers. Handig als je een dag thuis werkt of bij een klant op bezoek bent. De 128 GB SSD start je programma's in enkele seconden op, zodat je meteen aan de slag gaat. Is je ProDesk kapot? Dan staat er dankzij de uitgebreide garantie de volgende werkdag een monteur op de stoep.","649,-","HP","1EX80EA#ABH","None","None","Intel Core i3 7100T","Intel HD Graphics 630","None","4 GB","128 GB SSD","17,7 cm x 3,42 cm x 17,47 cm","1,21 kg"
Desktops QWERTY,"Medion Erazer P5313 J","Speel games op gemiddelde instellingen op de Medion Erazer P5313 J. De nieuwe NVIDIA GeForce GTX 1050Ti videokaart laat je de meest recente games op gemiddelde instellingen spelen zonder haperingen. Installeer je games op de 240 GB SSD, dan laden ze tot 2 keer zo snel als op een normale harde schijf. Ook start de desktop door de SSD binnen 15 seconden op. De 1 TB harde schijf biedt ruimte genoeg voor bestanden, films en vakantiefoto's.","949,-","Medion","10021627","None","None","Intel Core i5 7400","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","240 GB SSD + 1 TB HDD","18 cm x 40 cm x 36 cm","7 kg"
Desktops QWERTY,"MSI VR ONE 7RD-056NL","Ervaar volledige bewegingsvrijheid terwijl je je in virtual reality begeeft met de MSI VR One 7RD-056NL. Deze desktop draag je op je rug als een rugzak, dus hoef je niet meer bang te zijn dat je per ongeluk tegen je desktop stoot of tegen kabels aanloopt. Je koppelt een VR bril aan de bovenkant van de VR ONE, waardoor de kabels achter je hoofd lopen. Vervolgens loop je met een gerust hart rond terwijl je je favoriete game in VR speelt. De verwisselbare accu's van deze desktop gaan ruim 1,5 uur mee. Kom je zonder stroom te zitten? Sluit dan een opgeladen accu aan en ga verder waar je mee bezig was.","2.249,-","MSI","VR ONE 7RD-056NL","Wireless AC","4.1","Intel Core i7 7820HK","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD","29,2 cm x 5,4 cm x 40,9 cm","3,6 kg"
Desktops QWERTY,"Medion Erazer P3611 D","Speel games, maak een compilatievideo of bewerk je screenshots op de Medion Erazer P3611 D. De nieuwe AMD Ryzen 5 1400 processor geeft je pc genoeg rekenkracht om zware programma's als Photoshop zonder hapering te laten werken. Start veelgebruikte programma's en je favoriete games binnen enkele seconden op via de 120 GB SSD. Overige bestanden bewaar je op de 1 TB harde schijf. Een film overzetten op een extern apparaat? Via de usb c 3.1 poort is een bestand van enkele gigabytes binnen een paar seconden overgezet.","899,-","Medion","10021831","Wireless AC","4.0","AMD Ryzen 5 1400","NVIDIA GeForce GTX 1050","2000 MB","8 GB","120 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","9 kg"
Desktops QWERTY,"Medion Akoya P3601 D","De Medion Akoya P3601 D is een desktop waarop je games speelt en basistaken, zoals tekstverwerken, internetten en e-mailen uitvoert. Door de NVIDIA GeForce GTX 1050 speel je de meeste games op hoge instellingen. Start je computer in ongeveer 15 seconden op dankzij de 128 GB SSD schijf. Bewaar hier je favoriete titels op, waardoor je in een paar seconden in een nieuw level staat. Het 8 GB werkgeheugen helpt om soepel te gamen, want hiermee voer je zware taken sneller uit. Op de 1 TB harde schijf heb je genoeg ruimte om al je bestanden, zoals tekstdocumenten, films en muziek te bewaren.","749,-","Medion","10021707","None","None","AMD A8 7600","NVIDIA GeForce GTX 1050","2000 MB","8 GB","128 GB SSD + 1 TB HDD","18 cm x 40 cm x 36 cm","7,5 kg"
Desktops QWERTY,"Asus All-In-One ZN270IEGT-RA011T","Met de Asus All-In-One ZN270IEUK-RA009T shop je foto's, kijk je films en stuur je mailtjes. Of bewerk hobbymatig video's door de 940MX videokaart.  Deze pc heeft een touchscreen, dus bedien hem met je vingers. Binnen 15 seconden na het opstarten ga je aan de slag door de 128 GB SSD. Belangrijke programma's installeer je op de SSD en overige data bewaar je op de 1 TB harde schijf. Benut het 27 inch beeldscherm en werk met 2 programma's naast elkaar. Sleep data naar een tabel of houd bronnen erbij terwijl je een verslag uitwerkt. Na het uitpakken ga je direct aan het werk, want je krijgt een muis en een toetsenbord bij deze desktop.","1.499,-","Asus","90PT01R1-M00370","Wireless AC","4.1","Intel Core i5 7400T","NVIDIA GeForce 940MX","2000 MB","16 GB","128 GB SSD + 1 TB HDD","64,9 cm x 23,5 cm x 48 cm","9,8 kg"
Desktops QWERTY,"Medion Erazer P3608 D","Met de Medion Erazer P3608 D ben je klaar voor de nieuwste games op hoge instellingen. Daar heeft de NVIDIA GeForce GTX 1060 videokaart genoeg kracht voor. Of bewerk foto's en maak een video van je online avonturen op deze pc. Start veelgebruikte programma's en je favoriete games binnen enkele seconden op via de 120 GB SSD. Overige bestanden bewaar je op de 1 TB harde schijf. Een film overzetten op een extern apparaat? Via de usb c 3.1 poort is een bestand van enkele gigabytes binnen een paar seconden overgezet.","1.099,-","Medion","10021828","Wireless AC","4.0","AMD Ryzen 5 1500X","NVIDIA GeForce GTX 1060","3000 MB","8 GB","120 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","9 kg"
Desktops QWERTY,"Medion Erazer X7741 D","Met de Medion Erazer X7741 D ben je klaar voor de nieuwste games op hoge instellingen. Daar heeft de NVIDIA GeForce GTX 1060 videokaart genoeg kracht voor. Of bewerk foto's en maak een video vol effecten van je online avonturen op deze pc. Start veelgebruikte programma's en je favoriete games binnen enkele seconden op via de 256 GB SSD. Overige bestanden bewaar je op de 1 TB harde schijf. Een film overzetten op een extern apparaat? Via de usb c 3.1 poort is een bestand van enkele gigabytes binnen een paar seconden overgezet.","1.399,-","Medion","10021830","Wireless AC","4.0","AMD Ryzen 7 1700","NVIDIA GeForce GTX 1060","3000 MB","16 GB","256 GB SSD + 1 TB HDD","18 cm x 40 cm x 36 cm","9 kg"
Desktops QWERTY,"Medion Akoya P3401 D","Op de Medion Akoya P3401 voert het hele gezin zijn basistaken uit. Houd de administratie bij, maak een verslag of presentatie en check je Facebook. Werk je wel eens met programma's om foto's te bewerken? Dan helpt het 8 GB werkgeheugen je om dit soort zware taken sneller uit te voeren. De 1 TB harde schijf biedt meer dan genoeg opslagruimte. Zo bewaar je al je documenten, foto's, muziek en kijk je je favoriete films vanaf je computer.","599,-","Medion","10021708","None","None","AMD A8 7600","NVIDIA GeForce GTX 750","2000 MB","8 GB","1 TB harde schijf","18 cm x 40 cm x 36 cm","7 kg"
Desktops QWERTY,"Medion Akoya P5315 J","Met de Medion Akoya P5315 J haal je een pc in huis voor het hele gezin. Door de NVIDIA GeForce GTX 1050 videokaart bewerk je foto's en video's op de desktop en je speelt er games als The Sims of Overwatch mee op hoge instellingen. De Intel Core i7 processor is geschikt om ieder programma zonder hapering te draaien. In ongeveer 15 seconden start de desktop op door de 240 GB SSD, dus je gaat snel aan de slag. Op de 1 TB harde schijf is ruimte voor duizenden foto's en honderden uren aan video.","1.099,-","Medion","10021629","None","None","Intel Core i7 7700","NVIDIA GeForce GTX 1050","2000 MB","8 GB","120 GB SSD + 1 TB HDD","18 cm x 40 cm x 36 cm","7 kg"
Desktops QWERTY,"HP ProDesk 400 G4 i5-8gb-256ssd","Analyseer je zakelijke sheets en bewerk afbeeldingen voor je website op de HP ProDesk 400 G4 256 GB. Door de dedicated videokaart gaat foto's bewerken soepel en zonder hapering en zet je zelf een simpele video in elkaar. Dankzij de Intel Core i5 processor werk je gemakkelijk met meerdere programma's tegelijkertijd. Werk je met gevoelige informatie? De ingebouwde TPM chip slaat je bestanden versleuteld op, zodat er niemand anders bij kan. Met Windows 10 Pro maak je makkelijk verbinding met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw ProDesk. Lange laadtijden zijn verleden tijd, want de 256 GB SSD start je programma's en bestanden in enkele seconden op.","849,-","HP","772971","Wireless AC","4.0","Intel Core i5 7500","NVIDIA GeForce GT 730","2000 MB","8 GB","256 GB SSD","16,5 cm x 35,8 cm x 35,5 cm","7,05 kg"
Desktops QWERTY,"HP ProDesk 400 G4 i7-8gb-1tb","Gebruik de HP ProDesk 400 G4 i7 1 TB voor het shoppen van foto's, het inschieten van orders en het maken van het jaarverslag. De Intel Core i7 processor is geschikt voor de zwaarste programma's en laat je moeiteloos multitasken. Plek voor alle bestanden en data is er op de 1 TB harde schijf. Heb je ook gevoelige data op de harde schijf staan? Deze data wordt versleuteld opgeslagen door de TPM chip en het Windows 10 Pro besturingssysteem. En werk je een dagje thuis? Via Windows 10 Pro maak je op afstand verbinding met je ProDesk. Zo ga je thuis verder waar je gebleven was.","879,-","HP","772973","Wireless AC","4.0","Intel Core i7 7700","Intel HD Graphics 630","None","8 GB","1 TB harde schijf","16,5 cm x 35,8 cm x 35,5 cm","7,05 kg"
Desktops QWERTY,"Acer Aspire GX-281 A10502 NL","Op de Acer Aspire GX-281 A10502 NL speel je games als Overwatch op hoge instellingen. Dankzij de NVIDIA GeForce GTX 1050 videokaart ervaar je een vloeiende gameplay en speel je de nieuwste titels op gemiddelde instellingen. De 256 GB PCIe SSD start je games sneller op dan een gewone SSD, waardoor je in een paar seconden aan het begin van een nieuw level staat. Door de AMD Ryzen 5 processor werk je met programma's als Photoshop en is het mogelijk om video's van je mooiste killstreaks in elkaar te knutselen. Met een harde schijf van 1 TB heb je genoeg ruimte op al je bestanden en spellen op je pc te bewaren.","999,-","Acer","DG.E0DEH.001","Wireless AC","4.0","AMD Ryzen 5 1400","NVIDIA GeForce GTX 1050","2000 MB","8 GB","256 GB SSD + 1 TB HDD","17,5 cm x 46,3 cm x 39,6 cm","8,8 kg"
Desktops QWERTY,"Acer Predator G6-710 I107042 NL","De Acer Predator G6-710 I107042 NL is voor gamers met een serieuze behoefte aan opslagruimte en grafische kracht. De NVIDIA GeForce GTX 1070 grafische kaart is krachtig genoeg om de nieuwste games op ultra instellingen te draaien. Of dompel jezelf onder in virtual reality wanneer je een VR bril aansluit op de pc. Met een 512 GB SSD en 4 TB harde schijf aan boord heb je nooit meer gebrek aan opslagruimte met deze Predator. Er is meer dan genoeg ruimte voor al je gameplay video's, filmcollectie en screenshots van die mooie headshots. Met deze Predator ga je meteen aan de gang, want je krijgt een toetsenbord en muis bij je aankoop.","2.399,-","Acer","DG.E09EH.003","Wireless AC","4.0","Intel Core i7 7700K","NVIDIA GeForce GTX 1070","8000 MB","16 GB","512 GB SSD + 4 TB HDD","18 cm x 40,9 cm x 51 cm","12 kg"
