product_type,product_name,product_desc,product_price,product_brand,product_model,product_wifi,product_bluetooth,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Desktops QWERTY,"Lenovo All-In-One AIO 520-27IKL F0D0002QNY","De Lenovo All-In-One AIO 520-27IKL F0D0002QNY is de alles-in-één oplossing voor het hele gezin. Omdat de pc in het scherm verwerkt zit, heb je geen last meer van een wirwar aan kabels op je bureau. Gebruik deze all-in-one om foto's mee te shoppen in een QHD resolutie, films te kijken of de administratie bij te houden. De pc start op in 15 seconden via de 128 GB SSD, dus lang wachten is verleden tijd. Op de 1 TB harde schijf is genoeg ruimte voor al je bewerkte foto's, je volledige mediabibliotheek en overige data. Omdat je een draadloze muis en toetsenbord bij deze all-in-one krijgt, ga je na het uitpakken direct aan de slag met je nieuwe aankoop.","999,-","Lenovo","F0D0002QNY","Wireless AC","4.0","Intel Core i5 7400T","Intel HD Graphics 620","None","8 GB","128 GB SSD + 1 TB HDD","61,5 cm x 6,4 cm x 47,4 cm","8,83 kg"
Desktops QWERTY,"Asus VivoPC K20CE-NL019T","Werk op de Asus VivoPC K20CE-NL019T teksten uit, stuur e-mails rond of kijk filmpjes op YouTube. Binnen 15 seconden na het aanzetten is de desktop klaar voor gebruik dankzij de 128 GB SSD. Ook start de SSD programma's binnen enkele seconden op. Het 8 GB RAM geheugen zorgt ervoor dat zware taken in programma's sneller verwerkt worden. Door zijn compacte formaat zet je deze pc makkelijk ergens neer. Plaats hem onder je bureau of juist erop. Heb je thuis nog dvd's liggen? Gebruik dan de dvdspeler om een film te kijken ter ontspanning.","429,-","Asus","90PD01C2-M07340","Wireless AC","4.0","Intel Pentium J3710","Intel HD Graphics 405","None","8 GB","128 GB SSD","9,6 cm x 27,9 cm x 38,1 cm","5 kg"
Desktops QWERTY,"Acer Aspire Z24-880 All-in-One","De Acer Aspire Z24-880 All-in-One is de alles in één oplossing waarmee je foto's bewerkt en administratie op bijhoudt. Jouw afbeeldingen zien er scherp uit op het 23,8 inch scherm en zo bewerk je ze tot in de puntjes. Via de DVD-speler zet jij al jouw oude vakantiefoto's over op de 1 TB harde schijf. Voor al jouw meest gebruikte programma's gebruik je de 128 GB SSD, waarmee jouw Acer Aspire ook in ongeveer 15 seconden opstart. Zo hoef je nooit meer lang te wachten tot een programma geladen is. Verder krijg je een muis en toetsenbord bij deze all-in-one, waardoor je na het uitpakken direct aan de slag gaat.","1.099,-","Acer","DQ.B8VEH.004","Wireless AC","4.0","Intel Core i5 7400T","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","36,3 cm x 3,6 cm x 57,3 cm","7 kg"
Desktops QWERTY,"HP ENVY All-In-One 27-b100nd","Met de HP Envy All-In-One 27-b100nd draai je voor het bewerken van foto's en video's je hand niet meer om. De NVIDIA GeForce GTX 950M is krachtig genoeg om je moeiteloos een video in elkaar te laten knutselen. Op het IPS paneel zie je ware kleuren terwijl je de kleinste details van een foto bewerkt. Je bewerkte bestanden bewaar je op de 1 TB harde schijf. Na het opstarten heb je ongeveer 15 seconden nodig om te beginnen door de 256 GB SSD. En omdat de hele computer in het scherm verwerkt zit, heb je geen last van veel kabels. Sluit de All-in-One aan via het stopcontact en ga direct aan de slag met het toetsenbord en muis die je erbij krijgt.","1.999,-","HP","1AU23EA#ABH","Wireless AC","4.0","Intel Core i7 7700T","NVIDIA GeForce GTX 950M","4000 MB","16 GB","256 GB SSD + 1 TB HDD","19 cm x 61,5 cm x 45,67 cm","11 kg"
Desktops QWERTY,"MSI Trident 3 Arctic-060EU","De MSI Trident 3 Arctic-060EU is een compacte desktop om VR games mee te spelen. Deze Trident heeft namelijk de GTX 1070 videokaart aan boord, die krachtig genoeg is om de aanbevolen 90 frames per seconde te halen voor het spelen van VR games. Of speel de nieuwste games als For Honor of Prey op ultra instellingen. Games start je in een paar seconden op via de 256 GB SSD. Ook halveer je zo de laadtijden van het volgende level. Heb je een toffe screenshot gemaakt of je gameplay opgenomen? Bewaar deze dan op de 1 TB harde schijf. Door zijn compacte formaat plaats je de Trident makkelijk ergens of neem je hem mee in je rugzak naar een LAN party.","1.799,-","MSI","Trident 3 Arctic-060EU","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","23,2 cm x 34,6 cm x 7,2 cm","3,17 kg"
Desktops QWERTY,"Lenovo IdeaCentre All-in-One 520-22AST F0D6000RNY","Voer alle dagelijkse digitale taken als het bijhouden je mailbox en het checken van je social media uit op de Lenovo IdeaCentre All-in-One 520-22AST F0D6000RNY. Of kijk na een lange werkdag ontspannen naar een aflevering van je favoriete serie op het scherm. Omdat je pc in het beeldscherm is verwerkt, houd je extra ruimte over op je bureau. Je hebt met 1 TB aan opslagruimte plek voor alle seizoenen van de series die je volgt. Maar ook voor diverse filmtrilogieën en duizenden vakantiekiekjes is voldoende ruimte. Na het uitpakken ga je meteen met je aankoop aan de slag, want je krijgt er een draadloos toetsenbord en muis bij.","499,-","Lenovo","F0D6000RNY","Wireless AC","4.0","AMD A4 9120","AMD Radeon R5","None","4 GB","1 TB harde schijf","49 cm x 5,7 cm x 38,7 cm","5,7 kg"
Desktops QWERTY,"HP ProDesk 400 G4 MT 1JJ56EA","Analyseer je zakelijke sheets en bewerk afbeeldingen voor je website op de HP ProDesk 400 G4 MT 1JJ56EA. Dankzij de Core i5 processor werk je gemakkelijk met meerdere programma's tegelijkertijd. En werk je een dagje op locatie, dan maak je met Windows 10 Pro makkelijk en veilig verbinding met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw ProDesk. Lange laadtijden zijn verleden tijd, want de 256 GB SSD start je programma's en bestanden in enkele seconden op. Mocht er een probleem ontstaan met je ProDesk, dan zit je met de uitbreidbare garantie nooit lang zonder computer wanneer je deze bij de pc aanschaft. Want de eerstvolgende werkdag komt er een monteur langs die de pc ter plekke repareert.","849,-","HP","1JJ56EA#ABH","None","None","Intel Core i5 7500","Intel HD Graphics 630","None","8 GB","256 GB SSD","17 cm x 33,8 cm x 27,4 cm","5,5 kg"
Desktops QWERTY,"HP Omen 870-245nd","De HP Omen 870-245nd is de gaming desktop voor gamers die grafisch het beste willen. De krachtige NVIDIA GeForce GTX 1080 laat je moeiteloos gamen op ultra instellingen of toont je jouw games in een 4K resolutie. Heb je een VR bril, sluit deze dan aan op de desktop. Zo ben je helemaal klaar voor virtual reality. Welke game je ook speelt, je bent binnen enkele seconden in het volgende level dankzij de 256 GB SSD. Op de 1 TB harde schijf bewaar je je favoriete series en films waar je naar kijkt als je klaar bent met gamen. Een muis en toetsenbord krijg je bij de desktop, dus je hoeft alleen een monitor op je computer aan te sluiten.","1.999,-","HP","Z7E40EA#ABH","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1080","8000 MB","16 GB","256 GB SSD + 1 TB HDD","16,5 cm x 42 cm x 40,1 cm","10,52 kg"
Desktops QWERTY,"MSI Infinite A VR7RE-019EU","Een gaming pc voor hardcore gamers combineert minimaal een GTX 1080 videokaart met veel opslagruimte. De MSI Infinite A VR7RE-019EU is wat dat betreft een echte gaming pc. Aan boord vind je dus de NVIDIA GeForce GTX 1080 videokaart. Hiermee speel je games op ultra instellingen én heb je voor de komende jaren ook nog genoeg grafische kracht aan boord. Of sluit een VR bril aan op de HDMI poort aan de voorkant van de desktop en dompel jezelf onder in een andere dimensie. Terwijl je gamet produceert iedere andere pc veel hitte en lawaai, maar door het MSI Silent Storm koelingssysteem blijft de pc stil én koud. Zo heb je geen last van een blazende pc terwijl je in een potje Call of Duty zit.","2.099,-","MSI","Infinite A VR7RE-019EU","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1080","8000 MB","16 GB","256 GB SSD + 2TB HDD","21 cm x 48,8 cm x 45 cm","13 kg"
Desktops QWERTY,"Acer Aspire C22-860 I8008 NL All-in-One","De Acer Aspire C22-860 I8008 NL All-in-One is slechts 8 mm dik, maar ondanks dat slanke formaat is er toch een volwaardige computer in deze Full HD monitor gebouwd. Dat maakt deze all-in-one prima geschikt om op een plaats met weinig ruimte toch een werkplek te creëren. De Acer is een computer die bovendien geschikt is voor al je dagelijkse digitale taken en het kijken van je favoriete serie op Netflix. Foto's, video's en andere bestanden bewaar je op de 1 TB harde schijf. Deze biedt ruimte voor duizenden afbeeldingen en honderden minuten aan filmpjes. En dankzij het meegeleverde toetsenbord en de muis ga je meteen aan de slag na het uitpakken van je aankoop.","799,-","Acer","DQ.B93EH.003","Wireless AC","4.0","Intel Core i3 7100U","Intel HD Graphics 620","None","8 GB","1 TB harde schijf","48,97 cm x 1,1 cm x 36,25 cm","8 kg"
Desktops QWERTY,"Dell OptiPlex 3050 9C7XK","De Dell OptiPlex 3050 9C7XK is een zakelijke mini desktop waarmee je de laatste cijfers bekijkt en presentaties met bewerkte afbeeldingen in elkaar zet. Door zijn kleine formaat plaats je de desktop achter je monitor uit het zicht. Zo lijkt je bureau altijd mooi opgeruimd. Deze compacte pc draait op Windows 10 Pro, waardoor je via Remote Desktop gemakkelijk verbinding maakt met andere computers. Handig als je een dag thuis werkt of bij een klant op bezoek bent en een bestand nodig hebt wat op je desktop op kantoor staat. En met 500 GB aan opslagruimte is er genoeg plek voor al je spreadsheets, presentaties en andere documenten op deze OptiPlex.","524,-","Dell","9C7XK","None","None","Intel Core i5 7500T","Intel HD Graphics 630","None","4 GB","500 GB harde schijf","3,6 cm x 17,8 cm x 18,2 cm","1,17 kg"
Desktops QWERTY,"Acer Aspire GX-281 A7X10603 NL","Op de Acer Aspire GX-281 A7X10603 NL speel je games, bewerk je foto's of maak je een simpele video. Zware programma's als Photoshop gebruik je zonder hapering door de AMD Ryzen 7 1700X processor, die voldoende rekenkracht heeft. De NVIDIA GeForce GTX 1060 videokaart heeft genoeg power om games als For Honor op meer dan 60 fps in hoge instellingen te spelen.  Programma's starten binnen enkele seconden op via de 256 GB SSD. Overige bestanden bewaar je op de 2 TB harde schijf. Om aan de slag te gaan met deze desktop heb je alleen nog een monitor en aansluitkabels nodig. Een toetsenbord en muis krijg je bij je aankoop.","1.599,-","Acer","DG.E0DEH.005","Wireless AC","4.0","AMD Ryzen 7 1700X","NVIDIA GeForce GTX 1060","3000 MB","16 GB","256 GB SSD + 1 TB HDD","17,5 cm x 46,3 cm x 39,6 cm","8,8 kg"
Desktops QWERTY,"Acer Predator G3-710 I10614 NL","Met de Acer Predator G3-710 I10614 NL haal je een krachtige gaming pc in huis. Met de NVIDIA GeForce GTX 1060 videokaart aan boord ben je klaar voor gamen op de hoogste instellingen en zelfs voor virtual reality. Ondersteunt een van je favoriete games virtual reality? Sluit dan een VR bril aan op de desktop en ervaar je games op een totaal andere manier. Programma's starten binnen enkele seconden op via de 256 GB SSD. De 1 TB harde schijf biedt genoeg opslagruimte voor zelfgemaakte video's, films en screenshots van je actiemomenten tijdens het gamen. Heb je al een monitor en aansluitkabels, dan ga je met het meegeleverde toetsenbord en de muis direct aan de slag met deze Predator.","1.699,-","Acer","DG.E08EH.002","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","18 cm x 40,9 cm x 51 cm","12 kg"
Desktops QWERTY,"HP Pavilion All-In-One 24-r010nd","De HP Pavilion All-In-One 24-b240nd is een All-in-One desktop die geschikt is voor als je graag met zwaardere programma's aan de slag wil. Maak een presentatie, download de nieuwe aflevering van je favoriete serie of bewerk foto's voor je nieuwe fotoalbum en bewaar alles op de 1 TB harde schijf. Waar je ook mee bezig bent, door het IPS paneel zie je ware kleuren op je scherm. Omdat de computer in het beeldscherm is verwerkt en je een muis en toetsenbord meegeleverd krijgt, ga je na het uitpakken meteen met je nieuwe aanwinst aan de slag.","799,-","HP","2PV14EA #ABH","Wireless AC","4.2","AMD A12 9730P","AMD Radeon R7","None","8 GB","1 TB hardeschijf","42,52 cm x 19,69 cm x 58,42 cm","6,46 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RC-003EU","Met de MSI Aegis 3 VR7RC-003EU speel je games als Dishonored 2 op ultra instellingen of met een VR bril. Als je de NVIDIA GeForce GTX 1060 videokaart combineert met een HTC Vive of Oculus Rift ontdek je de wereld van VR. Of sluit de desktop aan op een 4K scherm om games te spelen in een 4K resolutie. De 256 GB SSD zorgt ervoor dat je tot 2 keer sneller in het volgende level terecht komt. Alle andere video's, foto's en films bewaar je op de 2 TB harde schijf. Heb je een LAN party, neem hem dan mee en maak indruk op je vrienden. Met het handvat draag je de computer makkelijk van de ene naar de andere plek.","1.699,-","MSI","Aegis 3 VR7RC-003EU","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 2 TB HDD","16,9 cm x 43,3 cm x 37,6 cm","9,69 kg"
Desktops QWERTY,"Acer Aspire U27-880 All-in-One","Met de Acer Aspire U27-880 All-in-One shop je foto's, kijk je films en stuur je mailtjes. Deze pc heeft een touchscreen, dus bedien hem met je vingers. Binnen 15 seconden na het opstarten ga je aan de slag door de 128 GB SSD. Belangrijke programma's installeer je op de SSD en overige data bewaar je op de 1 TB harde schijf. Benut het 27 inch beeldscherm en werk met 2 programma's naast elkaar. Sleep data naar een tabel of houd bronnen erbij terwijl je een verslag uitwerkt. Na het uitpakken ga je direct aan het werk, want je krijgt een muis en een toetsenbord bij deze desktop.","1.599,-","Acer","DQ.B8REH.002","Wireless AC","4.0","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","128 GB SSD + 1 TB HDD","48,8 cm x 1,2 cm x 64,1 cm","8 kg"
Desktops QWERTY,"Dell OptiPlex 3050 TY5H0","Analyseer je zakelijke sheets en bewerk afbeeldingen voor je website op de Dell OptiPlex 3050 TY5H0. Dankzij de Core i5 processor werk je gemakkelijk met meerdere programma's tegelijkertijd. Werk je met privacygevoelige informatie? Windows 10 Pro slaat je bestanden versleuteld op en laat je verbinding maken met andere computers, waardoor je bijvoorbeeld met een laptop toegang hebt tot jouw OptiPlex. Met een DisplayPort aansluiting en een HDMI poort op de desktop is de pc geschikt om 2 monitoren op aan te sluiten. Zo heb je veel vensters tegelijk open staan om efficiënt te werken op kantoor. Verder zijn lange laadtijden verleden tijd, want de 256 GB SSD start je programma's en bestanden in enkele seconden op.","749,-","Dell","TY5H0","None","None","Intel Core i5 7500","Intel HD Graphics 630","None","8 GB","256 GB SSD","9,2 cm x 29,2 cm x 29 cm","5,15 kg"
Desktops QWERTY,"Acer Aspire U27-880-Optane All-in-One","Met de Acer Aspire U27-880-Optane All-in-One shop je foto's, kijk je films en stuur je mailtjes. Deze pc heeft een touchscreen, dus bedien hem met je vingers in plaats van met muis en toetsenbord. Binnen 15 seconden na het opstarten ga je aan de slag door het 16 GB flash geheugen. Overige data bewaar je op de 1 TB harde schijf. Benut het 27 inch beeldscherm en werk met 2 programma's naast elkaar. Sleep data naar een tabel of houd bronnen erbij terwijl je een verslag uitwerkt. Na het uitpakken ga je direct aan het werk, want je krijgt een draadloze muis en een draadloos toetsenbord bij deze pc.","1.499,-","Acer","DQ.B8SEH.006","Wireless AC","4.0","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","16 GB SSD + 1 TB HDD","48,8 cm x 1,2 cm x 64,1 cm","8 kg"
Desktops QWERTY,"Acer Aspire GX-281 A710603 NL","Gebruik de krachtige Acer Aspire GX-281 A710603 NL voor het spelen games op hoge instellingen, het bewerken van foto's of maak een simpele video. Zware programma's als Photoshop gebruik je zonder hapering door de AMD Ryzen 7 1700 processor, die voldoende rekenkracht heeft. De NVIDIA GeForce GTX 1060 videokaart heeft genoeg power om games als For Honor op meer dan 60 fps in hoge instellingen te spelen. Programma's en games starten binnen enkele seconden op via de 256 GB SSD. Overige bestanden bewaar je op de 2 TB harde schijf. Om aan de slag te gaan met deze desktop heb je alleen nog een monitor en aansluitkabels nodig. Een toetsenbord en muis krijg je bij je aankoop.","1.499,-","Acer","DG.E0DEH.004","Wireless AC","4.0","AMD Ryzen 7 1700","NVIDIA GeForce GTX 1060","3000 MB","16 GB","256 GB SSD + 2 TB HDD","17,5 cm x 46,3 cm x 39,6 cm","8,8 kg"
Desktops QWERTY,"HP Pavilion 570-p007nd","Heb je behoefte aan veel opslagruimte op je pc voor al je data, kies dan voor de HP Pavilion 570-p007nd. Deze pc beschikt over een 2 TB harde schijf, waar ruimte is voor duizenden vakantiekiekjes, filmpjes en overige bestanden. Voor het opstarten gebruikt deze HP het 16 GB Optane geheugen, waardoor je pc binnen enkele seconden opstart. Lang wachten om je social media te checken of je mailbox te openen op de pc is dus verleden tijd. En omdat je een usb muis en usb toetsenbord bij deze Pavilion krijgt, is het een kwestie van uitpakken en aansluiten om met je aankoop aan de slag te gaan.","599,-","HP","2CX19EA#ABH","Wireless AC","4.2","Intel Core i3 7100","Intel HD Graphics 630","None","8 GB","16 GB Optane + 2 TB HDD","16,3 cm x 31,5 cm x 30,7 cm","5,7 kg"
Desktops QWERTY,"Intel Compute Stick M3","Met de Intel Compute Stick M3 tover je een tv of monitor om tot een Windows 10 computer. Sluit de stick ter grootte van een usb stick aan op de HDMI poort van het apparaat en je bent klaar om te beginnen. Gebruik de stick voor je dagelijkse werkzaamheden, zoals tekstverwerken, surfen op het internet of het streamen van je favoriete series. Door zijn kleine formaat neem je de Compute Stick eenvoudig met je mee. Je verbindt je draadloze muis en toetsenbord eenvoudig via bluetooth en surft vanuit je luie stoel op je tv over het internet.","389,-","Intel","BOXSTK2M3W64CC","Wireless AC","4.0","Intel Core m3 6Y30","Intel HD Graphics 515","850 MB","4 GB","64 GB Flash","3,8 cm x 11,4 cm x 1,2 cm","0,06 kg"
Desktops QWERTY,"MSI Infinite A VR7RD-009EU","Als gamer wil je een pc met krachtige hardware en een grote hoeveelheid opslagcapaciteit. De MSI Infinite A VR7RD-009EU is zo'n pc. Aan boord vind je de NVIDIA GeForce GTX 1070, die krachtig genoeg is om de nieuwste games op ultra instellingen te laten draaien of je een ingang te bieden naar virtual reality. Daarvoor sluit je je HTC Vive of Oculus Rift aan op de HDMI poort op de voorkant van de desktop. Met 2 TB aan harde schijfruimte en een 256 GB SSD heb je aan opslag geen gebrek. En omdat je wil laten zien dat dit geen huis-tuin-en-keuken computer is, laat je hem oplichten in een van de 16,8 miljoen beschikbare kleuren.","1.799,-","MSI","Infinite A VR7RD-009EU","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 2 TB HDD","21 cm x 48,8 cm x 45 cm","13 kg"
Desktops QWERTY,"Medion Erazer P3611 D","Speel games, maak een compilatievideo of bewerk je screenshots op de Medion Erazer P3611 D. De nieuwe AMD Ryzen 5 1400 processor geeft je pc genoeg rekenkracht om zware programma's als Photoshop zonder hapering te laten werken. Start veelgebruikte programma's en je favoriete games binnen enkele seconden op via de 120 GB SSD. Overige bestanden bewaar je op de 1 TB harde schijf. Een film overzetten op een extern apparaat? Via de usb c 3.1 poort is een bestand van enkele gigabytes binnen een paar seconden overgezet.","799,-","Medion","10021831","Wireless AC","4.0","AMD Ryzen 5 1400","NVIDIA GeForce GTX 1050","2000 MB","8 GB","120 GB SSD + 1 TB HDD","40 cm x 18 cm x 36 cm","9 kg"
Desktops QWERTY,"MSI Infinite A VR7RC-010EU","Een gaming pc combineert een krachtige videokaart met veel opslagruimte. De MSI Infinite A VR7RC-010EU is wat dat betreft een echte gaming pc. Aan boord vind je de NVIDIA GeForce GTX 1060 videokaart. Hiermee speel je games op ultra instellingen én maak je kennis met virtual reality. Sluit een VR bril aan op de HDMI poort aan de voorkant van de desktop en dompel jezelf onder in een andere dimensie. Terwijl je gamet produceert iedere andere pc veel hitte en lawaai, maar door het MSI Silent Storm koelingssysteem blijft de pc stil én koud. Zo heb je geen last van een blazende pc terwijl je in een potje Call of Duty zit.","1.599,-","MSI","Infinite A VR7RC-010EU","Wireless AC","4.2","Intel Core i7 7700","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 2TB HDD","21 cm x 48,8 cm x 45 cm","13 kg"
Desktops QWERTY,"Dell OptiPlex 3050 14GRP","De Dell OptiPlex 3050 14GRP is een zakelijke mini desktop waarmee je afbeeldingen van het laatste bedrijfsfeest bewerkt, de laatste cijfers bekijkt of het jaarverslag uitwerkt. Door zijn kleine formaat plaats je de desktop achter je monitor uit het zicht. Zo lijkt je bureau altijd mooi opgeruimd. Deze compacte pc draait op Windows 10 Pro, waardoor je via Remote Desktop gemakkelijk verbinding maakt met andere computers. Handig als je een dag thuis werkt of bij een klant op bezoek bent en een bestand nodig hebt wat op je desktop op kantoor staat. En met 500 GB aan opslagruimte is er genoeg plek voor al je spreadsheets, presentaties en andere documenten op deze OptiPlex.","599,-","Dell","14GRP","Wireless AC","4.2","Intel Core i5 7500T","Intel HD Graphics 630","None","8 GB","500 GB harde schijf","3,6 cm x 17,8 cm x 18,2 cm","1,17 kg"
Desktops QWERTY,"MSI Trident 3 VR7RC-055EU","De MSI Trident 3 VR7RC-055EU is een compacte desktop om VR games mee te spelen. Deze Trident heeft namelijk de GTX 1060 videokaart aan boord, die krachtig genoeg is om de aanbevolen 90 frames per seconde te halen voor tijdens het spelen van VR games. Dus sluit een VR-bril aan en dompel jezelf onder in virtual reality. Games start je in een paar seconden op via de 256 GB SSD. Ook halveer je zo de laadtijden van je volgende level. Heb je een toffe screenshot gemaakt of je gameplay opgenomen? Bewaar deze dan op de 1 TB harde schijf. Door zijn compacte formaat plaats je de Trident makkelijk op of onder je bureau zonder dat deze teveel ruimte in beslag neemt.","1.499,-","MSI","Trident 3 VR7RC-055EU","Wireless AC","4.0","Intel Core i7 7700","NVIDIA GeForce GTX 1060","3000 MB","8 GB","256 GB SSD + 1 TB HDD","23,2 cm x 34,6 cm x 7,2 cm","3,17 kg"
Desktops QWERTY,"Acer Aspire Z24-880 I9420 NL All-in-One","De Acer Aspire Z24-880 I9420 NL All-in-One is de alles in één oplossing waarmee je foto's bewerkt en administratie op bijhoudt. Jouw afbeeldingen zien er scherp uit op het 23,8 inch scherm met brede kijkhoek. Zo zien anderen die meekijken alles eveneens in ware kleuren. Multitasken of met zware software werken op deze pc is voor de Intel Core i7 processor geen enkel probleem. Voor al jouw meest gebruikte programma's gebruik je de 128 GB SSD, waarmee jouw Acer Aspire ook in ongeveer 15 seconden opstart. Zo hoef je nooit meer lang te wachten tot een programma geladen is. Verder krijg je een muis en toetsenbord bij deze all-in-one, waardoor je na het uitpakken direct aan de slag gaat.","1.199,-","Acer","DQ.B8VEH.006","Wireless AC","4.0","Intel Core i7 7700T","Intel HD Graphics 630","None","8 GB","128 GB SSD + 1 TB HDD","36,3 cm x 3,6 cm x 57,3 cm","7 kg"
Desktops QWERTY,"Apple iMac 21,5'' 3.1GHz Retina 4K","","Vanaf 1.154,-","Apple","MK452N/A","Wireless AC","4.0","Intel Core i5 5675R","Intel Iris Pro Graphics 6200","None","8 GB","1 TB harde schijf","52,8 cm x 2,03 cm x 45 cm","5,68 kg"
Desktops QWERTY,"Medion Erazer X7741 D","Met de Medion Erazer X7741 D ben je klaar voor de nieuwste games op hoge instellingen. Daar heeft de NVIDIA GeForce GTX 1060 videokaart genoeg kracht voor. Of bewerk foto's en maak een video vol effecten van je online avonturen op deze pc. Start veelgebruikte programma's en je favoriete games binnen enkele seconden op via de 256 GB SSD. Overige bestanden bewaar je op de 1 TB harde schijf. Een film overzetten op een extern apparaat? Via de usb c 3.1 poort is een bestand van enkele gigabytes binnen een paar seconden overgezet.","1.299,-","Medion","10021830","Wireless AC","4.0","AMD Ryzen 7 1700","NVIDIA GeForce GTX 1060","3000 MB","16 GB","256 GB SSD + 1 TB HDD","18 cm x 40 cm x 36 cm","9 kg"
Desktops QWERTY,"Acer Aspire Z24-880 All-in-One","De Acer Aspire Z24-880 All-in-One is een all-in-one desktop die geschikt is voor als je graag met zwaardere programma's aan de slag wil. Bedien deze pc ook met je vingers, want deze Acer is voorzien van een touchscreen. Bewerk foto's of download de nieuwe aflevering van je favoriete serie. De NVIDIA GeForce 940M videokaart neemt de grafische draaglast op zich, waardoor je zonder haperingen je afbeeldingen bewerkt. Waar je ook mee bezig bent, door het IPS paneel zie je ware kleuren op het scherm. Omdat de computer in het beeldscherm is verwerkt, heb je geen losse computerkast. En omdat je een draadloze muis en draadloos toetsenbord meegeleverd krijgt, ga je meteen aan de slag met deze desktop.","1.299,-","Acer","DQ.B8QEH.001","Wireless AC","4.0","Intel Core i5 7400T","NVIDIA GeForce 940M","2000 MB","8 GB","256 GB SSD + 1 TB HDD","36,3 cm x 3,6 cm x 57,3 cm","7 kg"
Desktops QWERTY,"Acer Aspire Z24-880 All-in-One","De Acer Aspire Z24-880 All-in-One is een all-in-one desktop die geschikt is voor als je graag met zwaardere programma's aan de slag wil. Bewerk foto's of download de nieuwe aflevering van je favoriete serie. De NVIDIA GeForce 940M videokaart neemt de grafische draaglast op zich, waardoor je zonder haperingen je afbeeldingen bewerkt. Waar je ook mee bezig bent, door het IPS paneel zie je ware kleuren op het scherm. Omdat de computer in het beeldscherm is verwerkt, heb je geen losse computerkast. En omdat je een draadloze muis en draadloos toetsenbord meegeleverd krijgt, ga je meteen aan de slag met deze desktop.","1.199,-","Acer","DQ.B8TEH.005","Wireless AC","4.0","Intel Core i5 7400T","NVIDIA GeForce 940M","2000 MB","8 GB","16 GB SSD + 2 TB HDD","36,3 cm x 3,6 cm x 57,3 cm","7 kg"
Desktops QWERTY,"Acer Chromebox CXI2 DT.Z0KEH.001","De Acer Chromebox CXI2 DT.Z0KEH.001 is een compacte mini pc die is voorzien van het Google Chrome besturingssysteem. Dit model bevestig je gemakkelijk achter een monitor, zodat je niet eens ziet dat je een computer hebt staan. Het handige van Chrome OS is dat je simpelweg met je eigen Google-account inlogt en direct toegang hebt tot al je favoriete programma's, documenten en instellingen. Hierdoor kan je dus op elke Chromebox en Chromebook inloggen en gelijk al je eigen documenten bij de hand hebt. Daarnaast zijn er geen virussen beschikbaar, dus je beschikt ook nog eens over een veilige computer.","279,-","Acer","DT.Z0KEH.001","Wireless AC","4.0","Intel Celeron 3215U","Intel HD Graphics","None","4 GB","16 GB SSD","3,3 cm x 13 cm x 16,5 cm","0,3 kg"
Desktops QWERTY,"MSI Aegis 3 VR7RC-075EU","Met de MSI Aegis 3 VR7RC-075EU maak je kennis met virtual reality games. De NVIDIA GeForce GTX 1060 videokaart is krachtig genoeg om de aanbevolen 90 frames per seconde te halen bij het spelen van games in VR. Of speel je games op ultra instellingen. De 16 GB SSD is groot genoeg om een 32 bit besturingssysteem op te installeren, waardoor je binnen 15 seconden aan de slag gaat met je desktop na het opstarten. Op de 2 TB harde schijf is ruimte zat voor screenshots, zelf gemonteerde compilaties en natuurlijk al je games. Met de bijgeleverde controller ben je na het uitpakken vrijwel meteen klaar om te gamen.","1.299,-","MSI","Aegis 3 VR7RC-075EU","Wireless AC","4.1","Intel Core i5 7400","NVIDIA GeForce GTX 1060","6000 MB","8 GB","16 GB SSD +  2 TB HDD","16,9 cm x 37,6 cm x 43,3 cm","9,69 kg"
